Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean,Survival,Biomass
EspC4,B4,C,Esp,5,3902,10,390.2,10,3902
EspC4,B4,C,Esp,6,4136,10,413.6,10,4136
EspC4,B4,C,Esp,7,4166,10,416.6,10,4166
EspC4,B4,C,Esp,8,4503,9,500.3333333333333,9,4503
EspC4,B4,C,Esp,9,4641,9,515.6666666666666,9,4641
EspC5,B5,C,Esp,0,2082,10,208.2,10,2082
EspC5,B5,C,Esp,1,2395,10,239.5,10,2395
EspC5,B5,C,Esp,10,4988,10,498.8,10,4988
EspC5,B5,C,Esp,11,5171,10,517.1,10,5171
EspC5,B5,C,Esp,12,5655,10,565.5,10,5655
EspC5,B5,C,Esp,13,6260,10,626,10,6260
EspC5,B5,C,Esp,14,6838,10,683.8,10,6838
EspC5,B5,C,Esp,2,2823,10,282.3,10,2823
EspC5,B5,C,Esp,3,2998,10,299.8,10,2998
EspC5,B5,C,Esp,4,3270,10,327,10,3270
EspC5,B5,C,Esp,5,3562,10,356.2,10,3562
EspC5,B5,C,Esp,6,3698,10,369.8,10,3698
EspC5,B5,C,Esp,7,3848,10,384.8,10,3848
EspC5,B5,C,Esp,8,4116,10,411.6,10,4116
EspC5,B5,C,Esp,9,4506,10,450.6,10,4506
EspC6,B6,C,Esp,0,2590,10,259,10,2590
EspC6,B6,C,Esp,1,3144,10,314.4,10,3144
EspC6,B6,C,Esp,10,5577,10,557.7,10,5577
EspC6,B6,C,Esp,11,5715,10,571.5,10,5715
EspC6,B6,C,Esp,12,6114,10,611.4,10,6114
EspC6,B6,C,Esp,13,6565,10,656.5,10,6565
EspC6,B6,C,Esp,14,6941,10,694.1,10,6941
EspC6,B6,C,Esp,2,3697,10,369.7,10,3697
EspC6,B6,C,Esp,3,3470,10,347,10,3470
EspC6,B6,C,Esp,4,3692,10,369.2,10,3692
EspC6,B6,C,Esp,5,3796,10,379.6,10,3796
EspC6,B6,C,Esp,6,3929,10,392.9,10,3929
EspC6,B6,C,Esp,7,4308,10,430.8,10,4308
EspC6,B6,C,Esp,8,4516,10,451.6,10,4516
EspC6,B6,C,Esp,9,4959,10,495.9,10,4959
EspC7,B7,C,Esp,0,2570,10,257,10,2570
EspC7,B7,C,Esp,1,2663,9,295.8888888888889,9,2663
EspC7,B7,C,Esp,10,4390,8,548.75,8,4390
EspC7,B7,C,Esp,11,4518,8,564.75,8,4518
EspC7,B7,C,Esp,12,4845,8,605.625,8,4845
EspC7,B7,C,Esp,13,5269,8,658.625,8,5269
EspC7,B7,C,Esp,14,5310,8,663.75,8,5310
EspC7,B7,C,Esp,2,2856,9,317.3333333333333,9,2856
EspC7,B7,C,Esp,3,3108,9,345.3333333333333,9,3108
EspC7,B7,C,Esp,4,3364,9,373.77777777777777,9,3364
EspC7,B7,C,Esp,5,3586,9,398.44444444444446,9,3586
EspC7,B7,C,Esp,6,3704,9,411.55555555555554,9,3704
EspC7,B7,C,Esp,7,3914,9,434.8888888888889,9,3914
EspC7,B7,C,Esp,8,3872,8,484,8,3872
EspC7,B7,C,Esp,9,3842,8,480.25,8,3842
EspC8,B8,C,Esp,0,2124,10,212.4,10,2124
EspC8,B8,C,Esp,1,2305,9,256.1111111111111,9,2305
EspC8,B8,C,Esp,10,4275,8,534.375,8,4275
EspC8,B8,C,Esp,11,4473,8,559.125,8,4473
EspC8,B8,C,Esp,12,4619,8,577.375,8,4619
EspC8,B8,C,Esp,13,4897,8,612.125,8,4897
EspC8,B8,C,Esp,14,5534,8,691.75,8,5534
EspC8,B8,C,Esp,2,2896,9,321.77777777777777,9,2896
EspC8,B8,C,Esp,3,3007,9,334.1111111111111,9,3007
EspC8,B8,C,Esp,4,3146,9,349.55555555555554,9,3146
EspC8,B8,C,Esp,5,3277,9,364.1111111111111,9,3277
EspC8,B8,C,Esp,6,3143,8,392.875,8,3143
EspC8,B8,C,Esp,7,3174,8,396.75,8,3174
EspC8,B8,C,Esp,8,3296,8,412,8,3296
EspC8,B8,C,Esp,9,3219,8,402.375,8,3219
EspC9,B9,C,Esp,0,2181,10,218.1,10,2181
EspC9,B9,C,Esp,1,2080,10,208,10,2080
EspC9,B9,C,Esp,10,3806,8,475.75,8,3806
EspC9,B9,C,Esp,11,4111,8,513.875,8,4111
EspC9,B9,C,Esp,12,4595,8,574.375,8,4595
EspC9,B9,C,Esp,13,4658,8,582.25,8,4658
EspC9,B9,C,Esp,14,4557,7,651,7,4557
EspC9,B9,C,Esp,2,2148,8,268.5,8,2148
EspC9,B9,C,Esp,3,2241,8,280.125,8,2241
EspC9,B9,C,Esp,4,2476,8,309.5,8,2476
EspC9,B9,C,Esp,5,2938,8,367.25,8,2938
EspC9,B9,C,Esp,6,3046,8,380.75,8,3046
EspC9,B9,C,Esp,7,2958,8,369.75,8,2958
EspC9,B9,C,Esp,8,3166,8,395.75,8,3166
EspC9,B9,C,Esp,9,3616,8,452,8,3616
FraB1,B1,B,Fra,0,1914,10,191.4,10,1914
FraB1,B1,B,Fra,1,2220,10,222,10,2220
FraB1,B1,B,Fra,10,3675,10,367.5,10,3675
FraB1,B1,B,Fra,11,3939,10,393.9,10,3939
FraB1,B1,B,Fra,12,4311,10,431.1,10,4311
FraB1,B1,B,Fra,13,4693,10,469.3,10,4693
FraB1,B1,B,Fra,14,4813,10,481.3,10,4813
FraB1,B1,B,Fra,2,2528,10,252.8,10,2528
FraB1,B1,B,Fra,3,2688,10,268.8,10,2688
FraB1,B1,B,Fra,4,2981,10,298.1,10,2981
FraB1,B1,B,Fra,5,2930,10,293,10,2930
FraB1,B1,B,Fra,6,3124,10,312.4,10,3124
FraB1,B1,B,Fra,7,3126,10,312.6,10,3126
FraB1,B1,B,Fra,8,3250,10,325,10,3250
FraB1,B1,B,Fra,9,3537,10,353.7,10,3537
FraB10,B10,B,Fra,0,1710,10,171,10,1710
FraB10,B10,B,Fra,1,1481,8,185.125,8,1481
FraB10,B10,B,Fra,10,2348,7,335.42857142857144,7,2348
FraB10,B10,B,Fra,11,2507,7,358.14285714285717,7,2507
FraB10,B10,B,Fra,12,2450,7,350,7,2450
FraB10,B10,B,Fra,13,2368,7,338.2857142857143,7,2368
FraB10,B10,B,Fra,14,2507,7,358.14285714285717,7,2507
FraB10,B10,B,Fra,2,1639,8,204.875,8,1639
FraB10,B10,B,Fra,3,1750,8,218.75,8,1750
FraB10,B10,B,Fra,4,1712,7,244.57142857142858,7,1712
FraB10,B10,B,Fra,5,1726,7,246.57142857142858,7,1726
FraB10,B10,B,Fra,6,1783,7,254.71428571428572,7,1783
FraB10,B10,B,Fra,7,1893,7,270.42857142857144,7,1893
FraB10,B10,B,Fra,8,1957,7,279.57142857142856,7,1957
FraB10,B10,B,Fra,9,2247,7,321,7,2247
FraB2,B2,B,Fra,0,2170,10,217,10,2170
FraB2,B2,B,Fra,1,2335,10,233.5,10,2335
FraB2,B2,B,Fra,10,3682,10,368.2,10,3682
FraB2,B2,B,Fra,11,3660,10,366,10,3660
FraB2,B2,B,Fra,12,4282,10,428.2,10,4282
FraB2,B2,B,Fra,13,4380,9,486.6666666666667,9,4380
FraB2,B2,B,Fra,14,4719,9,524.3333333333334,9,4719
FraB2,B2,B,Fra,2,2578,10,257.8,10,2578
FraB2,B2,B,Fra,3,2739,10,273.9,10,2739
FraB2,B2,B,Fra,4,2865,10,286.5,10,2865
FraB2,B2,B,Fra,5,3141,10,314.1,10,3141
FraB2,B2,B,Fra,6,3097,10,309.7,10,3097
FraB2,B2,B,Fra,7,3324,10,332.4,10,3324
FraB2,B2,B,Fra,8,3277,10,327.7,10,3277
FraB2,B2,B,Fra,9,3464,10,346.4,10,3464
FraB3,B3,B,Fra,0,2111,10,211.1,10,2111
FraB3,B3,B,Fra,1,2409,10,240.9,10,2409
FraB3,B3,B,Fra,10,4393,10,439.3,10,4393
FraB3,B3,B,Fra,11,4307,10,430.7,10,4307
FraB3,B3,B,Fra,12,4768,10,476.8,10,4768
FraB3,B3,B,Fra,13,4992,10,499.2,10,4992
FraB3,B3,B,Fra,14,4953,10,495.3,10,4953
FraB3,B3,B,Fra,2,2763,10,276.3,10,2763
FraB3,B3,B,Fra,3,2845,10,284.5,10,2845
FraB3,B3,B,Fra,4,3330,10,333,10,3330
FraB3,B3,B,Fra,5,3259,10,325.9,10,3259
FraB3,B3,B,Fra,6,3204,10,320.4,10,3204
FraB3,B3,B,Fra,7,3443,10,344.3,10,3443
FraB3,B3,B,Fra,8,3593,10,359.3,10,3593
FraB3,B3,B,Fra,9,4052,10,405.2,10,4052
FraB4,B4,B,Fra,0,2186,10,218.6,10,2186
FraB4,B4,B,Fra,1,2228,8,278.5,10,2785
FraB4,B4,B,Fra,10,3540,9,393.3333333333333,9,3540
FraB4,B4,B,Fra,11,3826,9,425.1111111111111,9,3826
FraB4,B4,B,Fra,12,4281,9,475.6666666666667,9,4281
FraB4,B4,B,Fra,13,4386,9,487.3333333333333,9,4386
FraB4,B4,B,Fra,14,4697,9,521.8888888888889,9,4697
FraB4,B4,B,Fra,2,1955,7,279.2857142857143,9,2513.5714285714284
FraB4,B4,B,Fra,3,2423,9,269.22222222222223,9,2423
FraB4,B4,B,Fra,4,2742,9,304.6666666666667,9,2742
FraB4,B4,B,Fra,5,2759,9,306.55555555555554,9,2759
FraB4,B4,B,Fra,6,2901,9,322.3333333333333,9,2901
FraB4,B4,B,Fra,7,2848,9,316.44444444444446,9,2848
FraB4,B4,B,Fra,8,2973,9,330.3333333333333,9,2973
FraB4,B4,B,Fra,9,3240,9,360,9,3240
FraB5,B5,B,Fra,0,2081,10,208.1,10,2081
FraB5,B5,B,Fra,1,2373,10,237.3,10,2373
FraB5,B5,B,Fra,10,4841,10,484.1,10,4841
FraB5,B5,B,Fra,11,4897,10,489.7,10,4897
FraB5,B5,B,Fra,12,5064,10,506.4,10,5064
FraB5,B5,B,Fra,13,5411,10,541.1,10,5411
FraB5,B5,B,Fra,14,5353,10,535.3,10,5353
FraB5,B5,B,Fra,2,2893,10,289.3,10,2893
FraB5,B5,B,Fra,3,3065,10,306.5,10,3065
FraB5,B5,B,Fra,4,3252,10,325.2,10,3252
FraB5,B5,B,Fra,5,3341,10,334.1,10,3341
FraB5,B5,B,Fra,6,3304,10,330.4,10,3304
FraB5,B5,B,Fra,7,3545,10,354.5,10,3545
FraB5,B5,B,Fra,8,3837,10,383.7,10,3837
FraB5,B5,B,Fra,9,4310,10,431,10,4310
FraB6,B6,B,Fra,0,2172,10,217.2,10,2172
FraB6,B6,B,Fra,1,2389,10,238.9,10,2389
FraB6,B6,B,Fra,10,4246,10,424.6,10,4246
FraB6,B6,B,Fra,11,4744,10,474.4,10,4744
FraB6,B6,B,Fra,12,4788,10,478.8,10,4788
FraB6,B6,B,Fra,13,4928,10,492.8,10,4928
FraB6,B6,B,Fra,14,4845,10,484.5,10,4845
FraB6,B6,B,Fra,2,2901,10,290.1,10,2901
FraB6,B6,B,Fra,3,2949,10,294.9,10,2949
FraB6,B6,B,Fra,4,3167,10,316.7,10,3167
FraB6,B6,B,Fra,5,3211,10,321.1,10,3211
FraB6,B6,B,Fra,6,3197,10,319.7,10,3197
FraB6,B6,B,Fra,7,3340,10,334,10,3340
FraB6,B6,B,Fra,8,3537,10,353.7,10,3537
FraB6,B6,B,Fra,9,4185,10,418.5,10,4185
FraB7,B7,B,Fra,0,2134,10,213.4,10,2134
FraB7,B7,B,Fra,1,2625,10,262.5,10,2625
FraB7,B7,B,Fra,10,4242,9,471.3333333333333,9,4242
FraB7,B7,B,Fra,11,4389,9,487.6666666666667,9,4389
FraB7,B7,B,Fra,12,4908,10,490.8,9,4417.2
FraB7,B7,B,Fra,13,4736,9,526.2222222222222,9,4736
FraB7,B7,B,Fra,14,4446,8,555.75,8,4446
FraB7,B7,B,Fra,2,2842,9,315.77777777777777,9,2842
FraB7,B7,B,Fra,3,2988,9,332,9,2988
FraB7,B7,B,Fra,4,3062,9,340.22222222222223,9,3062
FraB7,B7,B,Fra,5,3212,9,356.8888888888889,9,3212
FraB7,B7,B,Fra,6,3536,9,392.8888888888889,9,3536
FraB7,B7,B,Fra,7,3857,9,428.55555555555554,9,3857
FraB7,B7,B,Fra,8,4107,9,456.3333333333333,9,4107
FraB7,B7,B,Fra,9,4331,9,481.22222222222223,9,4331
FraB8,B8,B,Fra,0,1815,10,181.5,10,1815
FraB8,B8,B,Fra,1,2194,10,219.4,10,2194
FraB8,B8,B,Fra,10,2971,9,330.1111111111111,9,2971
FraB8,B8,B,Fra,11,3140,9,348.8888888888889,9,3140
FraB8,B8,B,Fra,12,3412,9,379.1111111111111,9,3412
FraB8,B8,B,Fra,13,3285,9,365,9,3285
FraB8,B8,B,Fra,14,3075,9,341.6666666666667,9,3075
FraB8,B8,B,Fra,2,2338,10,233.8,10,2338
FraB8,B8,B,Fra,3,2403,10,240.3,10,2403
FraB8,B8,B,Fra,4,2445,10,244.5,10,2445
FraB8,B8,B,Fra,5,2572,10,257.2,10,2572
FraB8,B8,B,Fra,6,2553,10,255.3,10,2553
FraB8,B8,B,Fra,7,2567,10,256.7,10,2567
FraB8,B8,B,Fra,8,2392,9,265.77777777777777,9,2392
FraB8,B8,B,Fra,9,2704,9,300.44444444444446,9,2704
FraB9,B9,B,Fra,0,1804,10,180.4,10,1804
FraB9,B9,B,Fra,1,2019,10,201.9,10,2019
FraB9,B9,B,Fra,10,4116,10,411.6,10,4116
FraB9,B9,B,Fra,11,4290,10,429,10,4290
FraB9,B9,B,Fra,12,4641,10,464.1,10,4641
FraB9,B9,B,Fra,13,4899,10,489.9,10,4899
FraB9,B9,B,Fra,14,4728,10,472.8,10,4728
FraB9,B9,B,Fra,2,2396,10,239.6,10,2396
FraB9,B9,B,Fra,3,2569,10,256.9,10,2569
FraB9,B9,B,Fra,4,2812,10,281.2,10,2812
FraB9,B9,B,Fra,5,3003,10,300.3,10,3003
FraB9,B9,B,Fra,6,2912,10,291.2,10,2912
FraB9,B9,B,Fra,7,2837,10,283.7,10,2837
FraB9,B9,B,Fra,8,3981,10,398.1,10,3981
FraB9,B9,B,Fra,9,3755,10,375.5,10,3755
FraC1,B1,C,Fra,0,1955,10,195.5,10,1955
FraC1,B1,C,Fra,1,2264,10,226.4,10,2264
FraC1,B1,C,Fra,10,4273,10,427.3,10,4273
FraC1,B1,C,Fra,11,4481,10,448.1,10,4481
FraC1,B1,C,Fra,12,4553,10,455.3,10,4553
FraC1,B1,C,Fra,13,5417,10,541.7,10,5417
FraC1,B1,C,Fra,14,5168,10,516.8,10,5168
FraC1,B1,C,Fra,2,2538,10,253.8,10,2538
FraC1,B1,C,Fra,3,2745,10,274.5,10,2745
FraC1,B1,C,Fra,4,3180,10,318,10,3180
FraC1,B1,C,Fra,5,3146,10,314.6,10,3146
FraC1,B1,C,Fra,6,3266,10,326.6,10,3266
FraC1,B1,C,Fra,7,3274,10,327.4,10,3274
FraC1,B1,C,Fra,8,3577,10,357.7,10,3577
FraC1,B1,C,Fra,9,3587,10,358.7,10,3587
FraC10,B10,C,Fra,0,1860,10,186,10,1860
FraC10,B10,C,Fra,1,1994,10,199.4,10,1994
FraC10,B10,C,Fra,10,4171,10,417.1,10,4171
FraC10,B10,C,Fra,11,4540,10,454,10,4540
FraC10,B10,C,Fra,12,4824,10,482.4,10,4824
FraC10,B10,C,Fra,13,5230,10,523,10,5230
FraC10,B10,C,Fra,14,5045,10,504.5,10,5045
FraC10,B10,C,Fra,2,2508,10,250.8,10,2508
FraC10,B10,C,Fra,3,2688,10,268.8,10,2688
FraC10,B10,C,Fra,4,2977,10,297.7,10,2977
FraC10,B10,C,Fra,5,2987,10,298.7,10,2987
FraC10,B10,C,Fra,6,3124,10,312.4,10,3124
FraC10,B10,C,Fra,7,3265,10,326.5,10,3265
FraC10,B10,C,Fra,8,3507,10,350.7,10,3507
FraC10,B10,C,Fra,9,3888,10,388.8,10,3888
FraC2,B2,C,Fra,0,2135,10,213.5,10,2135
FraC2,B2,C,Fra,1,2370,10,237,10,2370
FraC2,B2,C,Fra,10,5234,10,523.4,10,5234
FraC2,B2,C,Fra,11,5469,10,546.9,10,5469
FraC2,B2,C,Fra,12,5929,10,592.9,10,5929
FraC2,B2,C,Fra,13,5912,10,591.2,10,5912
FraC2,B2,C,Fra,14,6212,10,621.2,10,6212
FraC2,B2,C,Fra,2,3256,10,325.6,10,3256
FraC2,B2,C,Fra,3,3432,10,343.2,10,3432
FraC2,B2,C,Fra,4,3543,10,354.3,10,3543
FraC2,B2,C,Fra,5,3754,10,375.4,10,3754
FraC2,B2,C,Fra,6,3717,10,371.7,10,3717
FraC2,B2,C,Fra,7,3894,10,389.4,10,3894
FraC2,B2,C,Fra,8,4204,10,420.4,10,4204
FraC2,B2,C,Fra,9,4327,10,432.7,10,4327
FraC3,B3,C,Fra,0,2422,10,242.2,10,2422
FraC3,B3,C,Fra,1,2449,10,244.9,10,2449
FraC3,B3,C,Fra,10,4362,10,436.2,10,4362
FraC3,B3,C,Fra,11,4601,10,460.1,10,4601
FraC3,B3,C,Fra,12,4957,10,495.7,10,4957
FraC3,B3,C,Fra,13,5106,10,510.6,10,5106
FraC3,B3,C,Fra,14,5654,10,565.4,10,5654
FraC3,B3,C,Fra,2,2740,10,274,10,2740
FraC3,B3,C,Fra,3,3013,10,301.3,10,3013
FraC3,B3,C,Fra,4,3207,10,320.7,10,3207
FraC3,B3,C,Fra,5,3490,10,349,10,3490
FraC3,B3,C,Fra,6,3623,10,362.3,10,3623
FraC3,B3,C,Fra,7,3826,10,382.6,10,3826
FraC3,B3,C,Fra,8,3896,10,389.6,10,3896
FraC3,B3,C,Fra,9,4109,10,410.9,10,4109
FraC4,B4,C,Fra,0,2252,10,225.2,10,2252
FraC4,B4,C,Fra,1,2358,10,235.8,10,2358
FraC4,B4,C,Fra,10,4748,10,474.8,10,4748
FraC4,B4,C,Fra,11,4767,10,476.7,10,4767
FraC4,B4,C,Fra,12,5095,10,509.5,10,5095
FraC4,B4,C,Fra,13,5630,10,563,10,5630
FraC4,B4,C,Fra,14,5894,10,589.4,10,5894
FraC4,B4,C,Fra,2,2824,10,282.4,10,2824
FraC4,B4,C,Fra,3,2927,10,292.7,10,2927
FraC4,B4,C,Fra,4,3128,10,312.8,10,3128
FraC4,B4,C,Fra,5,3514,10,351.4,10,3514
FraC4,B4,C,Fra,6,3640,10,364,10,3640
FraC4,B4,C,Fra,7,3874,10,387.4,10,3874
FraC4,B4,C,Fra,8,3913,10,391.3,10,3913
FraC4,B4,C,Fra,9,4216,10,421.6,10,4216
FraC5,B5,C,Fra,0,2096,10,209.6,10,2096
FraC5,B5,C,Fra,1,2358,10,235.8,10,2358
FraC5,B5,C,Fra,10,4926,10,492.6,10,4926
FraC5,B5,C,Fra,11,5336,10,533.6,10,5336
FraC5,B5,C,Fra,12,5816,10,581.6,10,5816
FraC5,B5,C,Fra,13,6294,10,629.4,10,6294
FraC5,B5,C,Fra,14,6750,10,675,10,6750
FraC5,B5,C,Fra,2,2892,10,289.2,10,2892
FraC5,B5,C,Fra,3,3008,10,300.8,10,3008
FraC5,B5,C,Fra,4,3210,10,321,10,3210
FraC5,B5,C,Fra,5,3700,10,370,10,3700
FraC5,B5,C,Fra,6,3672,10,367.2,10,3672
FraC5,B5,C,Fra,7,3956,10,395.6,10,3956
FraC5,B5,C,Fra,8,4129,10,412.9,10,4129
FraC5,B5,C,Fra,9,4612,10,461.2,10,4612
FraC6,B6,C,Fra,0,1903,10,190.3,10,1903
FraC6,B6,C,Fra,1,2190,10,219,10,2190
FraC6,B6,C,Fra,10,4443,10,444.3,10,4443
FraC6,B6,C,Fra,11,4651,10,465.1,10,4651
FraC6,B6,C,Fra,12,4851,10,485.1,10,4851
FraC6,B6,C,Fra,13,5423,10,542.3,10,5423
FraC6,B6,C,Fra,14,5768,10,576.8,10,5768
FraC6,B6,C,Fra,2,2639,10,263.9,10,2639
FraC6,B6,C,Fra,3,2724,10,272.4,10,2724
FraC6,B6,C,Fra,4,2998,10,299.8,10,2998
FraC6,B6,C,Fra,5,3244,10,324.4,10,3244
FraC6,B6,C,Fra,6,3225,10,322.5,10,3225
FraC6,B6,C,Fra,7,3459,10,345.9,10,3459
FraC6,B6,C,Fra,8,4020,10,402,10,4020
FraC6,B6,C,Fra,9,4408,10,440.8,10,4408
FraC7,B7,C,Fra,0,2239,10,223.9,10,2239
FraC7,B7,C,Fra,1,2481,9,275.6666666666667,9,2481
FraC7,B7,C,Fra,10,5404,9,600.4444444444445,9,5404
FraC7,B7,C,Fra,11,5468,9,607.5555555555555,9,5468
FraC7,B7,C,Fra,12,5912,9,656.8888888888889,9,5912
FraC7,B7,C,Fra,13,6219,9,691,9,6219
FraC7,B7,C,Fra,14,6366,9,707.3333333333334,9,6366
FraC7,B7,C,Fra,2,2959,9,328.77777777777777,9,2959
FraC7,B7,C,Fra,3,3147,9,349.6666666666667,9,3147
FraC7,B7,C,Fra,4,3509,9,389.8888888888889,9,3509
FraC7,B7,C,Fra,5,3417,9,379.6666666666667,9,3417
FraC7,B7,C,Fra,6,3798,9,422,9,3798
FraC7,B7,C,Fra,7,4542,9,504.6666666666667,9,4542
FraC7,B7,C,Fra,8,4595,9,510.55555555555554,9,4595
FraC7,B7,C,Fra,9,4851,9,539,9,4851
FraC8,B8,C,Fra,0,2080,10,208,10,2080
FraC8,B8,C,Fra,1,2253,10,225.3,10,2253
FraC8,B8,C,Fra,10,4237,10,423.7,10,4237
FraC8,B8,C,Fra,11,4333,10,433.3,10,4333
FraC8,B8,C,Fra,12,4510,10,451,10,4510
FraC8,B8,C,Fra,13,4808,10,480.8,10,4808
FraC8,B8,C,Fra,14,5101,10,510.1,10,5101
FraC8,B8,C,Fra,2,2593,10,259.3,10,2593
FraC8,B8,C,Fra,3,2640,10,264,10,2640
FraC8,B8,C,Fra,4,2773,10,277.3,10,2773
FraC8,B8,C,Fra,5,3039,10,303.9,10,3039
FraC8,B8,C,Fra,6,3445,10,344.5,10,3445
FraC8,B8,C,Fra,7,3299,10,329.9,10,3299
FraC8,B8,C,Fra,8,3696,10,369.6,10,3696
FraC8,B8,C,Fra,9,3945,10,394.5,10,3945
FraC9,B9,C,Fra,0,2265,10,226.5,10,2265
FraC9,B9,C,Fra,1,2344,9,260.44444444444446,9,2344
FraC9,B9,C,Fra,10,4546,9,505.1111111111111,9,4546
FraC9,B9,C,Fra,11,4687,9,520.7777777777778,9,4687
FraC9,B9,C,Fra,12,4959,9,551,9,4959
FraC9,B9,C,Fra,13,5292,9,588,9,5292
FraC9,B9,C,Fra,14,5662,9,629.1111111111111,9,5662
FraC9,B9,C,Fra,2,2819,9,313.22222222222223,9,2819
FraC9,B9,C,Fra,3,2750,9,305.55555555555554,9,2750
FraC9,B9,C,Fra,4,2966,9,329.55555555555554,9,2966
FraC9,B9,C,Fra,5,3277,9,364.1111111111111,9,3277
FraC9,B9,C,Fra,6,3245,9,360.55555555555554,9,3245
FraC9,B9,C,Fra,7,3622,9,402.44444444444446,9,3622
FraC9,B9,C,Fra,8,3782,9,420.22222222222223,9,3782
FraC9,B9,C,Fra,9,4029,9,447.6666666666667,9,4029
GreB1,B1,B,Gre,0,2295,10,229.5,10,2295
GreB1,B1,B,Gre,1,2698,10,269.8,10,2698
GreB1,B1,B,Gre,10,4550,9,505.55555555555554,9,4550
GreB1,B1,B,Gre,11,4627,9,514.1111111111111,9,4627
GreB1,B1,B,Gre,12,4876,9,541.7777777777778,9,4876
GreB1,B1,B,Gre,13,5095,9,566.1111111111111,9,5095
GreB1,B1,B,Gre,14,5208,9,578.6666666666666,9,5208
GreB1,B1,B,Gre,2,2841,10,284.1,10,2841
GreB1,B1,B,Gre,3,3140,10,314,10,3140
GreB1,B1,B,Gre,4,3310,10,331,10,3310
GreB1,B1,B,Gre,5,3446,10,344.6,10,3446
GreB1,B1,B,Gre,6,3483,10,348.3,10,3483
GreB1,B1,B,Gre,7,3576,10,357.6,10,3576
GreB1,B1,B,Gre,8,3916,10,391.6,10,3916
GreB1,B1,B,Gre,9,4128,10,412.8,10,4128
GreB10,B10,B,Gre,0,2555,10,255.5,10,2555
GreB10,B10,B,Gre,1,2450,9,272.22222222222223,9,2450
GreB10,B10,B,Gre,10,2827,6,471.1666666666667,6,2827
GreB10,B10,B,Gre,11,2038,4,509.5,4,2038
GreB10,B10,B,Gre,12,1910,3,636.6666666666666,3,1910
GreB10,B10,B,Gre,13,2115,3,705,3,2115
GreB10,B10,B,Gre,14,2150,3,716.6666666666666,3,2150
GreB10,B10,B,Gre,2,2411,8,301.375,8,2411
GreB10,B10,B,Gre,3,2478,8,309.75,8,2478
GreB10,B10,B,Gre,4,2587,8,323.375,8,2587
GreB10,B10,B,Gre,5,2813,8,351.625,8,2813
GreB10,B10,B,Gre,6,2835,8,354.375,8,2835
GreB10,B10,B,Gre,7,2709,7,387,7,2709
GreB10,B10,B,Gre,8,2408,6,401.3333333333333,6,2408
GreB10,B10,B,Gre,9,2466,6,411,6,2466
GreB2,B2,B,Gre,0,2353,10,235.3,10,2353
GreB2,B2,B,Gre,1,2894,10,289.4,10,2894
GreB2,B2,B,Gre,10,4719,9,524.3333333333334,9,4719
GreB2,B2,B,Gre,11,4862,9,540.2222222222222,9,4862
GreB2,B2,B,Gre,12,5186,9,576.2222222222222,9,5186
GreB2,B2,B,Gre,13,5400,9,600,9,5400
GreB2,B2,B,Gre,14,5666,9,629.5555555555555,9,5666
GreB2,B2,B,Gre,2,3307,10,330.7,10,3307
GreB2,B2,B,Gre,3,3443,10,344.3,10,3443
GreB2,B2,B,Gre,4,3621,10,362.1,10,3621
GreB2,B2,B,Gre,5,4001,10,400.1,10,4001
GreB2,B2,B,Gre,6,4009,10,400.9,10,4009
GreB2,B2,B,Gre,7,3930,10,393,10,3930
GreB2,B2,B,Gre,8,4212,10,421.2,10,4212
GreB2,B2,B,Gre,9,4621,10,462.1,10,4621
GreB3,B3,B,Gre,0,2483,10,248.3,10,2483
GreB3,B3,B,Gre,1,2801,10,280.1,10,2801
GreB3,B3,B,Gre,10,5153,10,515.3,10,5153
GreB3,B3,B,Gre,11,5414,10,541.4,10,5414
GreB3,B3,B,Gre,12,5501,9,611.2222222222222,9,5501
GreB3,B3,B,Gre,13,5649,9,627.6666666666666,9,5649
GreB3,B3,B,Gre,14,5975,9,663.8888888888889,9,5975
GreB3,B3,B,Gre,2,3062,10,306.2,10,3062
GreB3,B3,B,Gre,3,3354,10,335.4,10,3354
GreB3,B3,B,Gre,4,3591,10,359.1,10,3591
GreB3,B3,B,Gre,5,3678,10,367.8,10,3678
GreB3,B3,B,Gre,6,3793,10,379.3,10,3793
GreB3,B3,B,Gre,7,4167,10,416.7,10,4167
GreB3,B3,B,Gre,8,4408,10,440.8,10,4408
GreB3,B3,B,Gre,9,4932,10,493.2,10,4932
GreB4,B4,B,Gre,0,2894,10,289.4,10,2894
GreB4,B4,B,Gre,1,2126,9,236.22222222222223,9,2126
GreB4,B4,B,Gre,10,3820,9,424.44444444444446,9,3820
GreB4,B4,B,Gre,11,3872,9,430.22222222222223,9,3872
GreB4,B4,B,Gre,12,4204,9,467.1111111111111,9,4204
GreB4,B4,B,Gre,13,4154,9,461.55555555555554,9,4154
GreB4,B4,B,Gre,14,4287,8,535.875,8,4287
GreB4,B4,B,Gre,2,2383,9,264.77777777777777,9,2383
GreB4,B4,B,Gre,3,2472,9,274.6666666666667,9,2472
GreB4,B4,B,Gre,4,2566,9,285.1111111111111,9,2566
GreB4,B4,B,Gre,5,2585,9,287.22222222222223,9,2585
GreB4,B4,B,Gre,6,2740,9,304.44444444444446,9,2740
GreB4,B4,B,Gre,7,3048,9,338.6666666666667,9,3048
GreB4,B4,B,Gre,8,3205,9,356.1111111111111,9,3205
